,rownum,xA,yA,zA,xC,yC,zC,rA,rB,rC,TF,Eg,duplicated,predicted,test,error
0,11,0.0,1.0,0.0,1.0,0.0,0.0,2.16,1.19,1.81,0.935737973770198,3.07,0,2.6359901598212563,1.0,0.14137128344584482
