,rownum,xA,yA,zA,xC,yC,zC,rA,rB,rC,TF,Eg,duplicated,predicted,test,error
11,22.0,0.0,1.0,0.0,0.0,0.29,0.71,2.16,1.19,2.1304,0.9136763444171676,1.72,0,1.546857142857142,1.0,0.10066445182724298
