,rownum,xA,yA,zA,xC,yC,zC,rA,rB,rC,TF,Eg,duplicated,predicted,test,error
100,111.0,0.17,0.83,0.0,0.0,0.17,0.83,2.0767,1.19,2.1592,0.8943131537167373,1.6,0,5.2585989236831665,1.0,2.286624327301979
109,120.0,0.05,0.16,0.79,0.0,0.16,0.84,2.4278,1.19,2.1616,0.9682527334937168,1.6,0,2.026181012392044,1.0,0.2663631327450275
110,121.0,0.1,0.153,0.747,0.0,0.17,0.83,2.38739,1.19,2.1592,0.959908222941283,1.62,0,2.121960163116455,1.0,0.30985195254102155
