,rownum,xA,yA,zA,xC,yC,zC,rA,rB,rC,TF,Eg,duplicated,predicted,test,error
0,11,0.0,1.0,0.0,1.0,0.0,0.0,2.16,1.19,1.81,0.935737973770198,3.07,0,2.635548395743831,1.0,0.14151518053946868
31,42,1.0,0.0,0.0,0.0,0.0,1.0,1.67,1.19,2.2,0.8072280953368551,1.73,1,1.545554367174216,,0.10661597273166704
46,57,1.0,0.0,0.0,0.0,0.0,1.0,1.67,1.19,2.2,0.8072280953368551,1.72,0,1.545554367174216,,0.1014218795498744
