,xA,yA,zA,xC,yC,zC,A1,A2,A3,B,C1,C2,C3,rA1,rA2,rA3,rB,rC1,rC2,rC3,rA,rC,TF,OF
3578,0.0,0.85,0.15,0.0,0.4,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.104,0.9272458231133247,0.5655893536121672
3579,0.0,0.85,0.15,0.0,0.45,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.092,0.9280507190618688,0.5688336520076481
3580,0.0,0.85,0.15,0.0,0.5,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.08,0.9288615225036131,0.5721153846153846
3581,0.0,0.85,0.15,0.0,0.55,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.068,0.9296782987147256,0.5754352030947775
3582,0.0,0.85,0.15,0.0,0.6,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.056,0.9305011139366411,0.5787937743190661
3583,0.0,0.85,0.15,0.0,0.65,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.044,0.9313300353939701,0.5821917808219178
3584,0.0,0.85,0.15,0.0,0.7,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.032,0.932165131312806,0.5856299212598425
3585,0.0,0.85,0.15,0.0,0.75,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.02,0.9330064709394461,0.5891089108910891
3586,0.0,0.85,0.15,0.0,0.8,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.008,0.9338541245595319,0.5926294820717131
3587,0.0,0.85,0.15,0.0,0.85,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.996,0.9347081635176223,0.5961923847695391
3588,0.0,0.85,0.15,0.0,0.9,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.984,0.9355686602372106,0.5997983870967741
3589,0.0,0.85,0.15,0.0,0.95,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.972,0.9364356882411979,0.603448275862069
3590,0.0,0.85,0.15,0.05,0.0,0.95,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1805,0.9222493428559747,0.5457463884430177
3591,0.0,0.85,0.15,0.05,0.05,0.9,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1685000000000003,0.9230180523215198,0.5487664284067326
3592,0.0,0.85,0.15,0.05,0.1,0.85,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1565000000000003,0.923792274719135,0.5518200788314397
3593,0.0,0.85,0.15,0.05,0.15,0.8,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1445000000000003,0.9245720695676554,0.5549079039403123
3594,0.0,0.85,0.15,0.05,0.2,0.75,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1325000000000003,0.9253574972457814,0.5580304806565064
3595,0.0,0.85,0.15,0.05,0.25,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1205,0.9261486190076635,0.5611883989625088
3596,0.0,0.85,0.15,0.05,0.3,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1085000000000003,0.926945496998827,0.564382262271757
3597,0.0,0.85,0.15,0.05,0.35,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0965,0.9277481942724456,0.5676126878130218
3598,0.0,0.85,0.15,0.05,0.4,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0845000000000002,0.9285567748059718,0.5708803070280641
3599,0.0,0.85,0.15,0.05,0.45,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0725000000000002,0.929371303518135,0.5741857659831121
3600,0.0,0.85,0.15,0.05,0.5,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0605,0.930191846286318,0.57752972579471
3601,0.0,0.85,0.15,0.05,0.55,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0485,0.9310184699643163,0.5809128630705394
3602,0.0,0.85,0.15,0.05,0.6,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0365,0.931851242400496,0.5843358703658237
3603,0.0,0.85,0.15,0.05,0.65,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0245,0.9326902324563576,0.5877994566559643
3604,0.0,0.85,0.15,0.05,0.7,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0125,0.9335355100255184,0.5913043478260869
3605,0.0,0.85,0.15,0.05,0.75,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0005,0.9343871460531215,0.5948512871782053
3606,0.0,0.85,0.15,0.05,0.8,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9885000000000002,0.9352452125556855,0.5984410359567512
3607,0.0,0.85,0.15,0.05,0.85,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9765,0.9361097826414043,0.6020743738932456
3608,0.0,0.85,0.15,0.05,0.9,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9645000000000001,0.9369809305309139,0.605752099770934
3609,0.0,0.85,0.15,0.1,0.0,0.9,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.161,0.9235012915138542,0.5506709856547894
3610,0.0,0.85,0.15,0.1,0.05,0.85,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.149,0.9242789896641767,0.5537459283387622
3611,0.0,0.85,0.15,0.1,0.1,0.8,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1370000000000005,0.9250622979003451,0.5568554047730462
3612,0.0,0.85,0.15,0.1,0.15,0.75,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.125,0.925851277146368,0.5599999999999999
3613,0.0,0.85,0.15,0.1,0.2,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.113,0.9266459892116169,0.563180312352106
3614,0.0,0.85,0.15,0.1,0.25,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.101,0.927446496806968,0.5663969538315088
3615,0.0,0.85,0.15,0.1,0.3,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.089,0.9282528635612973,0.5696505505026328
3616,0.0,0.85,0.15,0.1,0.35,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.077,0.9290651540383396,0.5729417428984112
3617,0.0,0.85,0.15,0.1,0.4,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0650000000000004,0.929883433753922,0.5762711864406779
3618,0.0,0.85,0.15,0.1,0.45,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.053,0.9307077691935793,0.5796395518753045
3619,0.0,0.85,0.15,0.1,0.5,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0410000000000004,0.9315382278305602,0.5830475257226848
3620,0.0,0.85,0.15,0.1,0.55,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.029,0.9323748781442378,0.586495810744209
3621,0.0,0.85,0.15,0.1,0.6,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.017,0.9332177896389343,0.5899851264253843
3622,0.0,0.85,0.15,0.1,0.65,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.005,0.9340670328631685,0.5935162094763092
3623,0.0,0.85,0.15,0.1,0.7,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9929999999999999,0.9349226794293387,0.5970898143502258
3624,0.0,0.85,0.15,0.1,0.75,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.981,0.9357848020338525,0.6007067137809187
3625,0.0,0.85,0.15,0.1,0.8,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.969,0.936653474477717,0.6043676993397663
3626,0.0,0.85,0.15,0.1,0.85,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.957,0.9375287716875975,0.6080735820132855
3627,0.0,0.85,0.15,0.15,0.0,0.85,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1415,0.9247678960317537,0.5556852673359793
3628,0.0,0.85,0.15,0.15,0.05,0.8,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1295,0.9255547414536975,0.5588166236205682
3629,0.0,0.85,0.15,0.15,0.1,0.75,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1175,0.9263472964115829,0.5619834710743801
3630,0.0,0.85,0.15,0.15,0.15,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1055,0.9271456232763076,0.5651864165281405
3631,0.0,0.85,0.15,0.15,0.2,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0935,0.9279497853305415,0.5684260807260568
3632,0.0,0.85,0.15,0.15,0.25,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0815,0.9287598467854485,0.5717030987268796
3633,0.0,0.85,0.15,0.15,0.3,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0695,0.9295758727977776,0.5750181203189175
3634,0.0,0.85,0.15,0.15,0.35,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0575,0.930397929487334,0.5783718104495746
3635,0.0,0.85,0.15,0.15,0.4,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0455,0.9312260839548382,0.5817648496700073
3636,0.0,0.85,0.15,0.15,0.45,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0335,0.9320604043001832,0.5851979345955249
3637,0.0,0.85,0.15,0.15,0.5,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0215,0.9329009596411028,0.5886717783823893
3638,0.0,0.85,0.15,0.15,0.55,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0095,0.933747820132259,0.5921871112216969
3639,0.0,0.85,0.15,0.15,0.6,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9975,0.9346010569847607,0.5957446808510638
3640,0.0,0.85,0.15,0.15,0.65,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9855,0.9354607424861239,0.5993452530848652
3641,0.0,0.85,0.15,0.15,0.7,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9735,0.9363269500206883,0.6029896123638205
3642,0.0,0.85,0.15,0.15,0.75,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9615,0.9371997540904993,0.6066785623247515
3643,0.0,0.85,0.15,0.15,0.8,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9495000000000002,0.9380792303366683,0.6104129263913823
3644,0.0,0.85,0.15,0.2,0.0,0.8,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1220000000000003,0.9260494152767662,0.5607917059377944
3645,0.0,0.85,0.15,0.2,0.05,0.75,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1100000000000003,0.9268455703098215,0.5639810426540284
3646,0.0,0.85,0.15,0.2,0.1,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.098,0.9276475366934831,0.567206863679695
3647,0.0,0.85,0.15,0.2,0.15,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0860000000000003,0.9284553782887467,0.570469798657718
3648,0.0,0.85,0.15,0.2,0.2,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.074,0.9292691598957401,0.5737704918032787
3649,0.0,0.85,0.15,0.2,0.25,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0620000000000003,0.9300889472710505,0.5771096023278369
3650,0.0,0.85,0.15,0.2,0.3,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.05,0.9309148071454376,0.5804878048780489
3651,0.0,0.85,0.15,0.2,0.35,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0380000000000003,0.9317468072419393,0.5839057899901864
3652,0.0,0.85,0.15,0.2,0.4,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0260000000000002,0.9325850162943847,0.5873642645607107
3653,0.0,0.85,0.15,0.2,0.45,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0140000000000002,0.9334295040663241,0.5908639523336643
3654,0.0,0.85,0.15,0.2,0.5,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0020000000000002,0.9342803413703834,0.5944055944055943
3655,0.0,0.85,0.15,0.2,0.55,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9900000000000002,0.9351376000880585,0.5979899497487436
3656,0.0,0.85,0.15,0.2,0.6,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9780000000000002,0.936001353189958,0.6016177957532861
3657,0.0,0.85,0.15,0.2,0.65,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9660000000000002,0.9368716747565108,0.60528992878942
3658,0.0,0.85,0.15,0.2,0.7,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.954,0.9377486399991443,0.609007164790174
3659,0.0,0.85,0.15,0.2,0.75,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9420000000000002,0.9386323252819513,0.6127703398558186
3660,0.0,0.85,0.15,0.25,0.0,0.75,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.1025,0.9273461142485988,0.5659928656361474
3661,0.0,0.85,0.15,0.25,0.05,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0905,0.9281517450965626,0.5692418081798613
3662,0.0,0.85,0.15,0.25,0.1,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0785,0.928963291545062,0.5725282655761366
3663,0.0,0.85,0.15,0.25,0.15,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0665,0.9297808189899575,0.5758528913622066
3664,0.0,0.85,0.15,0.25,0.2,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0545,0.9306043937945931,0.5792163543441227
3665,0.0,0.85,0.15,0.25,0.25,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0425,0.9314340833077553,0.5826193390452876
3666,0.0,0.85,0.15,0.25,0.3,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0305,0.9322699558820311,0.5860625461708938
3667,0.0,0.85,0.15,0.25,0.35,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0185000000000004,0.9331120808925797,0.5895466930889273
3668,0.0,0.85,0.15,0.25,0.4,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0065,0.9339605287563283,0.5930725143284326
3669,0.0,0.85,0.15,0.25,0.45,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9945,0.9348153709515984,0.5966407620957633
3670,0.0,0.85,0.15,0.25,0.5,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9825000000000002,0.93567668003818,0.6002522068095838
3671,0.0,0.85,0.15,0.25,0.55,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9705,0.9365445296778635,0.6039076376554174
3672,0.0,0.85,0.15,0.25,0.6,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9585,0.9374189946554387,0.6076078631605821
3673,0.0,0.85,0.15,0.25,0.65,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9465000000000001,0.9383001509001788,0.611353711790393
3674,0.0,0.85,0.15,0.25,0.7,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9345,0.9391880755078162,0.6151460325665546
3675,0.0,0.85,0.15,0.3,0.0,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.083,0.9286582642622593,0.57129140662506
3676,0.0,0.85,0.15,0.3,0.05,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.071,0.929473541108904,0.5746016417189763
3677,0.0,0.85,0.15,0.3,0.1,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.059,0.9302948403145266,0.5779504613890237
3678,0.0,0.85,0.15,0.3,0.15,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.047,0.931122228856243,0.5813385442110405
3679,0.0,0.85,0.15,0.3,0.2,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.035,0.9319557747080374,0.5847665847665847
3680,0.0,0.85,0.15,0.3,0.25,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.023,0.932795546859378,0.588235294117647
3681,0.0,0.85,0.15,0.3,0.3,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.011,0.9336416153342527,0.591745400298359
3682,0.0,0.85,0.15,0.3,0.35,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.999,0.9344940512106317,0.5952976488244122
3683,0.0,0.85,0.15,0.3,0.4,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.987,0.9353529266403733,0.5988928032209361
3684,0.0,0.85,0.15,0.3,0.45,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.975,0.9362183148695821,0.6025316455696202
3685,0.0,0.85,0.15,0.3,0.5,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.963,0.9370902902594317,0.6062149770759042
3686,0.0,0.85,0.15,0.3,0.55,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.951,0.9379689283074659,0.6099436186570989
3687,0.0,0.85,0.15,0.3,0.6,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9389999999999998,0.938854305669387,0.6137184115523466
3688,0.0,0.85,0.15,0.3,0.65,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9270000000000003,0.9397465001813516,0.617540217955371
3689,0.0,0.85,0.15,0.35,0.0,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0635000000000003,0.9299861431373095,0.5766900896535012
3690,0.0,0.85,0.15,0.35,0.05,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0515,0.9308112402662342,0.5800633682671217
3691,0.0,0.85,0.15,0.35,0.1,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0395000000000003,0.9316424690969994,0.5834763422407452
3692,0.0,0.85,0.15,0.35,0.15,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0275,0.9324798982360595,0.5869297163995068
3693,0.0,0.85,0.15,0.35,0.2,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0155000000000003,0.9333235973171992,0.5904242123542545
3694,0.0,0.85,0.15,0.35,0.25,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0035,0.9341736370208372,0.5939605690042425
3695,0.0,0.85,0.15,0.35,0.3,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9914999999999998,0.9350300890937625,0.5975395430579965
3696,0.0,0.85,0.15,0.35,0.35,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9794999999999998,0.9358930263693224,0.6011619095731245
3697,0.0,0.85,0.15,0.35,0.4,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9675,0.9367625227880692,0.6048284625158831
3698,0.0,0.85,0.15,0.35,0.45,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9554999999999998,0.9376386534188808,0.6085400153413449
3699,0.0,0.85,0.15,0.35,0.5,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9435,0.9385214944805652,0.6122974015950604
3700,0.0,0.85,0.15,0.35,0.55,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9315,0.9394111233639637,0.6161014755371472
3701,0.0,0.85,0.15,0.35,0.6,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9195,0.9403076186545664,0.619953112789789
3702,0.0,0.85,0.15,0.4,0.0,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.044,0.9313300353939701,0.5821917808219178
3703,0.0,0.85,0.15,0.4,0.05,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.032,0.932165131312806,0.5856299212598425
3704,0.0,0.85,0.15,0.4,0.1,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.0200000000000005,0.9330064709394459,0.589108910891089
3705,0.0,0.85,0.15,0.4,0.15,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,2.008,0.9338541245595319,0.5926294820717131
3706,0.0,0.85,0.15,0.4,0.2,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.9960000000000002,0.9347081635176223,0.596192384769539
3707,0.0,0.85,0.15,0.4,0.25,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.2155,1.984,0.9355686602372106,0.5997983870967741
