,xA,yA,zA,xC,yC,zC,A1,A2,A3,B,C1,C2,C3,rA1,rA2,rA3,rB,rC1,rC2,rC3,rA,rC,TF,OF
29290,0.4,0.35,0.25,0.25,0.5,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9825000000000002,0.9002377586170102,0.6002522068095838
29291,0.4,0.35,0.25,0.25,0.55,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9705,0.9009710513647291,0.6039076376554174
29292,0.4,0.35,0.25,0.25,0.6,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9585,0.9017099337665516,0.6076078631605821
29293,0.4,0.35,0.25,0.25,0.65,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9465000000000001,0.9024544699791965,0.611353711790393
29294,0.4,0.35,0.25,0.25,0.7,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9345,0.9032047251449866,0.6151460325665546
29295,0.4,0.35,0.25,0.3,0.0,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.083,0.8943075223714368,0.57129140662506
29296,0.4,0.35,0.25,0.3,0.05,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.071,0.8949963935441503,0.5746016417189763
29297,0.4,0.35,0.25,0.3,0.1,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.059,0.8956903533312515,0.5779504613890237
29298,0.4,0.35,0.25,0.3,0.15,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.047,0.8963894583253005,0.5813385442110405
29299,0.4,0.35,0.25,0.3,0.2,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.035,0.8970937659611655,0.5847665847665847
29300,0.4,0.35,0.25,0.3,0.25,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.023,0.8978033345317522,0.588235294117647
29301,0.4,0.35,0.25,0.3,0.3,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.011,0.8985182232040867,0.591745400298359
29302,0.4,0.35,0.25,0.3,0.35,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.999,0.8992384920357616,0.5952976488244122
29303,0.4,0.35,0.25,0.3,0.4,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.987,0.8999642019917548,0.5988928032209361
29304,0.4,0.35,0.25,0.3,0.45,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.975,0.9006954149616322,0.6025316455696202
29305,0.4,0.35,0.25,0.3,0.5,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.963,0.9014321937771416,0.6062149770759042
29306,0.4,0.35,0.25,0.3,0.55,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.951,0.9021746022302098,0.6099436186570989
29307,0.4,0.35,0.25,0.3,0.6,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9389999999999998,0.9029227050913552,0.6137184115523466
29308,0.4,0.35,0.25,0.3,0.65,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9270000000000003,0.9036765681285249,0.617540217955371
29309,0.4,0.35,0.25,0.35,0.0,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0635000000000003,0.895429518515007,0.5766900896535012
29310,0.4,0.35,0.25,0.35,0.05,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0515,0.8961266873713826,0.5800633682671217
29311,0.4,0.35,0.25,0.35,0.1,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0395000000000003,0.8968290372318001,0.5834763422407452
29312,0.4,0.35,0.25,0.35,0.15,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0275,0.8975366260655353,0.5869297163995068
29313,0.4,0.35,0.25,0.35,0.2,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0155000000000003,0.8982495127099114,0.5904242123542545
29314,0.4,0.35,0.25,0.35,0.25,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0035,0.898967756886608,0.5939605690042425
29315,0.4,0.35,0.25,0.35,0.3,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9914999999999998,0.8996914192183386,0.5975395430579965
29316,0.4,0.35,0.25,0.35,0.35,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9794999999999998,0.900420561245908,0.6011619095731245
29317,0.4,0.35,0.25,0.35,0.4,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9675,0.9011552454456587,0.6048284625158831
29318,0.4,0.35,0.25,0.35,0.45,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9554999999999998,0.9018955352473147,0.6085400153413449
29319,0.4,0.35,0.25,0.35,0.5,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9435,0.9026414950522388,0.6122974015950604
29320,0.4,0.35,0.25,0.35,0.55,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9315,0.9033931902521066,0.6161014755371472
29321,0.4,0.35,0.25,0.35,0.6,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9195,0.9041506872480183,0.619953112789789
29322,0.4,0.35,0.25,0.4,0.0,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.044,0.8965650452243161,0.5821917808219178
29323,0.4,0.35,0.25,0.4,0.05,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.032,0.897270662595034,0.5856299212598425
29324,0.4,0.35,0.25,0.4,0.1,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0200000000000005,0.8979815556096451,0.589108910891089
29325,0.4,0.35,0.25,0.4,0.15,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.008,0.8986977836562609,0.5926294820717131
29326,0.4,0.35,0.25,0.4,0.2,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9960000000000002,0.8994194070177287,0.596192384769539
29327,0.4,0.35,0.25,0.4,0.25,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.984,0.9001464868885459,0.5997983870967741
29328,0.4,0.35,0.25,0.4,0.3,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.972,0.9008790853921588,0.603448275862069
29329,0.4,0.35,0.25,0.4,0.35,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9600000000000002,0.9016172655986564,0.6071428571428571
29330,0.4,0.35,0.25,0.4,0.4,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.948,0.9023610915428711,0.6108829568788501
29331,0.4,0.35,0.25,0.4,0.45,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9360000000000002,0.9031106282428952,0.6146694214876032
29332,0.4,0.35,0.25,0.4,0.5,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9240000000000002,0.9038659417190277,0.6185031185031185
29333,0.4,0.35,0.25,0.4,0.55,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9120000000000001,0.904627099013157,0.6223849372384936
29334,0.4,0.35,0.25,0.45,0.0,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0245,0.8977143487392439,0.5877994566559643
29335,0.4,0.35,0.25,0.45,0.05,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0125,0.8984285691328843,0.5913043478260869
29336,0.4,0.35,0.25,0.45,0.1,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.0005,0.8991481621293914,0.5948512871782053
29337,0.4,0.35,0.25,0.45,0.15,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9885000000000002,0.8998731885793879,0.5984410359567512
29338,0.4,0.35,0.25,0.45,0.2,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9765000000000001,0.900603710255912,0.6020743738932456
29339,0.4,0.35,0.25,0.45,0.25,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9645000000000001,0.901339789871963,0.605752099770934
29340,0.4,0.35,0.25,0.45,0.3,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9525,0.9020814910984466,0.6094750320102433
29341,0.4,0.35,0.25,0.45,0.35,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9405000000000001,0.9028288785825365,0.6132440092759598
29342,0.4,0.35,0.25,0.45,0.4,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9285,0.9035820179664554,0.6170598911070779
29343,0.4,0.35,0.25,0.45,0.45,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9164999999999999,0.9043409759066967,0.6209235585703105
29344,0.4,0.35,0.25,0.45,0.5,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9045,0.905105820093687,0.6248359149383039
29345,0.4,0.35,0.25,0.5,0.0,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,2.005,0.898877681311162,0.5935162094763092
29346,0.4,0.35,0.25,0.5,0.05,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9930000000000003,0.8996006630269946,0.5970898143502257
29347,0.4,0.35,0.25,0.5,0.1,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.981,0.9003291166952649,0.6007067137809187
29348,0.4,0.35,0.25,0.5,0.15,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.969,0.9010631046744055,0.6043676993397663
29349,0.4,0.35,0.25,0.5,0.2,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9570000000000003,0.9018026902739779,0.6080735820132855
29350,0.4,0.35,0.25,0.5,0.25,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.945,0.9025479377728771,0.6118251928020565
29351,0.4,0.35,0.25,0.5,0.3,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9329999999999998,0.9032989124379542,0.6156233833419555
29352,0.4,0.35,0.25,0.5,0.35,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.921,0.9040556805430707,0.6194690265486725
29353,0.4,0.35,0.25,0.5,0.4,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.909,0.9048183093885943,0.6233630172865374
29354,0.4,0.35,0.25,0.5,0.45,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.897,0.9055868673213526,0.6273062730627306
29355,0.4,0.35,0.25,0.55,0.0,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9855000000000003,0.9000553013875057,0.5993452530848652
29356,0.4,0.35,0.25,0.55,0.05,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9735000000000003,0.9007872066324598,0.6029896123638205
29357,0.4,0.35,0.25,0.55,0.1,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9615000000000002,0.9015246856441528,0.6066785623247514
29358,0.4,0.35,0.25,0.55,0.15,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9495,0.9022678023358208,0.6104129263913823
29359,0.4,0.35,0.25,0.55,0.2,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9375000000000002,0.9030166216016211,0.6141935483870967
29360,0.4,0.35,0.25,0.55,0.25,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9255,0.9037712093355262,0.6180212931706051
29361,0.4,0.35,0.25,0.55,0.3,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9135000000000002,0.9045316324506502,0.6218970472955316
29362,0.4,0.35,0.25,0.55,0.35,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9015000000000002,0.9052979588990313,0.6258217196949776
29363,0.4,0.35,0.25,0.55,0.4,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8895000000000002,0.9060702576918708,0.6297962423921671
29364,0.4,0.35,0.25,0.6,0.0,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9660000000000002,0.9012474738031963,0.60528992878942
29365,0.4,0.35,0.25,0.6,0.05,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9540000000000002,0.9019884688131835,0.6090071647901739
29366,0.4,0.35,0.25,0.6,0.1,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9420000000000002,0.9027351419458525,0.6127703398558186
29367,0.4,0.35,0.25,0.6,0.15,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9300000000000002,0.9034875587180037,0.616580310880829
29368,0.4,0.35,0.25,0.6,0.2,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9180000000000001,0.9042457856582795,0.6204379562043795
29369,0.4,0.35,0.25,0.6,0.25,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9060000000000001,0.9050098903267746,0.6243441762854144
29370,0.4,0.35,0.25,0.6,0.3,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.894,0.9057799413351025,0.6282998944033791
29371,0.4,0.35,0.25,0.6,0.35,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8820000000000001,0.9065560083669326,0.6323060573857597
29372,0.4,0.35,0.25,0.65,0.0,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9465000000000001,0.9024544699791965,0.611353711790393
29373,0.4,0.35,0.25,0.65,0.05,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9345000000000003,0.9032047251449866,0.6151460325665545
29374,0.4,0.35,0.25,0.65,0.1,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9225,0.9039607654108507,0.6189856957087125
29375,0.4,0.35,0.25,0.65,0.15,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9105000000000003,0.9047226579477613,0.6228735933001831
29376,0.4,0.35,0.25,0.65,0.2,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8985000000000003,0.9054904709706314,0.6268106399789306
29377,0.4,0.35,0.25,0.65,0.25,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8865,0.9062642737586726,0.6307977736549165
29378,0.4,0.35,0.25,0.65,0.3,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8745,0.9070441366762338,0.6348359562550013
29379,0.4,0.35,0.25,0.7,0.0,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.927,0.9036765681285248,0.617540217955371
29380,0.4,0.35,0.25,0.7,0.05,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.915,0.9044362581263682,0.6214099216710183
29381,0.4,0.35,0.25,0.7,0.1,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.903,0.9052018429059601,0.6253284287966369
29382,0.4,0.35,0.25,0.7,0.15,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.891,0.9059733913449841,0.6292966684294024
29383,0.4,0.35,0.25,0.7,0.2,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8789999999999998,0.9067509733983894,0.6333155934007452
29384,0.4,0.35,0.25,0.7,0.25,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.867,0.9075346601195351,0.6373861810391002
29385,0.4,0.35,0.25,0.75,0.0,0.25,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.9075,0.9049140534700479,0.6238532110091743
29386,0.4,0.35,0.25,0.75,0.05,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8955000000000002,0.9056833573972567,0.6278026905829596
29387,0.4,0.35,0.25,0.75,0.1,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8835,0.9064586685781671,0.6318024953543934
29388,0.4,0.35,0.25,0.75,0.15,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8715,0.9072400576517259,0.6358535933742987
29389,0.4,0.35,0.25,0.75,0.2,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8595,0.9080275963687553,0.6399569776821726
29390,0.4,0.35,0.25,0.8,0.0,0.2,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8880000000000003,0.9061672184504016,0.6302966101694913
29391,0.4,0.35,0.25,0.8,0.05,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8760000000000003,0.9069463199661115,0.6343283582089551
29392,0.4,0.35,0.25,0.8,0.1,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.864,0.9077315440870527,0.6384120171673819
29393,0.4,0.35,0.25,0.8,0.15,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8520000000000003,0.9085229632700922,0.6425485961123109
29394,0.4,0.35,0.25,0.85,0.0,0.15,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8685,0.9074363629743989,0.6368744982606368
29395,0.4,0.35,0.25,0.85,0.05,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8565,0.9082254504457443,0.6409911123081066
29396,0.4,0.35,0.25,0.85,0.1,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8445,0.9090207788461762,0.6451612903225806
29397,0.4,0.35,0.25,0.9,0.0,0.1,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.849,0.9087217946443111,0.6435911303407247
29398,0.4,0.35,0.25,0.9,0.05,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8370000000000002,0.9095210612982565,0.647795318454001
29399,0.4,0.35,0.25,0.95,0.0,0.05,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0564999999999998,1.8295000000000001,0.9100238290084198,0.6504509428805684
29400,0.4,0.4,0.2,0.0,0.0,1.0,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.2,0.8839877695187576,0.5409090909090909
29401,0.4,0.4,0.2,0.0,0.05,0.95,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.1879999999999997,0.884616121164698,0.5438756855575869
29402,0.4,0.4,0.2,0.0,0.1,0.9,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.176,0.8852489530362779,0.5468749999999999
29403,0.4,0.4,0.2,0.0,0.15,0.85,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.164,0.8858863132217867,0.5499075785582255
29404,0.4,0.4,0.2,0.0,0.2,0.8,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.152,0.8865282505001898,0.5529739776951672
29405,0.4,0.4,0.2,0.0,0.25,0.75,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.14,0.8871748143535723,0.5560747663551401
29406,0.4,0.4,0.2,0.0,0.3,0.7,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.128,0.8878260549798543,0.5592105263157894
29407,0.4,0.4,0.2,0.0,0.35,0.65,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.116,0.8884820233057829,0.5623818525519848
29408,0.4,0.4,0.2,0.0,0.4,0.6,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.104,0.8891427710002064,0.5655893536121672
29409,0.4,0.4,0.2,0.0,0.45,0.55,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.092,0.8898083504876422,0.5688336520076481
29410,0.4,0.4,0.2,0.0,0.5,0.5,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.08,0.8904788149621415,0.5721153846153846
29411,0.4,0.4,0.2,0.0,0.55,0.45,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.068,0.8911542184014623,0.5754352030947775
29412,0.4,0.4,0.2,0.0,0.6,0.4,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.056,0.8918346155815544,0.5787937743190661
29413,0.4,0.4,0.2,0.0,0.65,0.35,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.044,0.892520062091369,0.5821917808219178
29414,0.4,0.4,0.2,0.0,0.7,0.3,Cs,MA,FA,Pb,Cl,Br,I,1.67,2.16,2.53,1.19,1.81,1.96,2.2,2.0380000000000003,2.032,0.8932106143479978,0.5856299212598425
