,xA,yA,zA,xC,yC,zC,rA,rB,rC,TF,pred_Linear_Regression,pred_Random_Forest_Regression,pred_Random_Forest_Regression1,pred_Gradient_Boosting_Regression,pred_Kernel_Ridge_Regression
717,0.0,0.9,0.1,0.1,0.0,0.9,2.197,1.19,2.161,0.9195975387678228,,1.547602053203259,1.5408813544825783,1.526554507506919,
1514,0.1,0.0,0.9,0.1,0.0,0.9,2.4439999999999995,1.19,2.161,0.97171791326889,1.6153564453125,1.5383365827112527,1.5383224788151486,1.543956615349854,1.6079453532070582
1593,0.1,0.1,0.8,0.1,0.0,0.9,2.407,1.19,2.161,0.9639104077768272,1.6282958984375,1.5383365827112527,1.5383224788151486,1.5367599889748944,1.6182935896490371
1670,0.1,0.2,0.7,0.1,0.0,0.9,2.37,1.19,2.161,0.9561029022847648,1.6409912109375,1.5383365827112527,1.5383224788151486,1.5524997439493438,1.6286418260910145
1746,0.1,0.3,0.6,0.1,0.0,0.9,2.333,1.19,2.161,0.948295396792702,1.654052734375,1.5383365827112527,1.5383224788151486,1.5493070350629077,1.638990062532991
1822,0.1,0.4,0.5,0.1,0.0,0.9,2.2960000000000003,1.19,2.161,0.9404878913006396,1.6668701171875,1.5383365827112527,1.5383224788151486,1.5598054086916633,1.6493382989749668
1898,0.1,0.5,0.4,0.1,0.0,0.9,2.2590000000000003,1.19,2.161,0.9326803858085764,1.6798095703125,1.539178756624296,1.539164652728192,1.5535181049991853,1.659686535416943
1974,0.1,0.6,0.3,0.1,0.0,0.9,2.222,1.19,2.161,0.9248728803165138,1.6927490234375,1.539178756624296,1.539164652728192,1.5591230346612388,1.6700347718589217
2050,0.1,0.7,0.2,0.1,0.0,0.9,2.185,1.19,2.161,0.917065374824451,,1.552097841152298,1.5548757460281244,1.5591230346612388,1.6803830083008997
2126,0.1,0.8,0.1,0.1,0.0,0.9,2.148,1.19,2.161,0.9092578693323884,,1.5733006204473583,1.5843464601008612,1.5936559534628856,1.6907312447428755
2829,0.2,0.0,0.8,0.1,0.0,0.9,2.358,1.19,2.161,0.953570738341393,1.6304931640625,1.5383365827112527,1.5383224788151486,1.561010186525544,1.6089357135953604
2907,0.2,0.1,0.7,0.1,0.0,0.9,2.321,1.19,2.161,0.9457632328493302,1.6434326171875,1.5383365827112527,1.5383224788151486,1.5683028464480628,1.6192839500373384
2984,0.2,0.2,0.6,0.1,0.0,0.9,2.284,1.19,2.161,0.9379557273572676,1.65625,1.5383365827112527,1.5383224788151486,1.566143600534268,1.6296321864793133
3060,0.2,0.3,0.5,0.1,0.0,0.9,2.247,1.19,2.161,0.9301482218652048,1.6693115234375,1.539178756624296,1.539164652728192,1.5688436085648878,1.63998042292129
3136,0.2,0.4,0.4,0.1,0.0,0.9,2.21,1.19,2.161,0.922340716373142,1.6822509765625,1.539178756624296,1.539164652728192,1.5737302669896107,1.650328659363267
3212,0.2,0.5,0.3,0.1,0.0,0.9,2.173,1.19,2.161,0.9145332108810792,1.6949462890625,1.5622017968175732,1.5548757460281244,1.5912114945144404,1.6606768958052442
3288,0.2,0.6,0.2,0.1,0.0,0.9,2.136,1.19,2.161,0.9067257053890168,,1.572038081372398,1.5854699045453051,1.6013282278240455,1.67102513224722
3841,0.3,0.0,0.7,0.1,0.0,0.9,2.272,1.19,2.161,0.935423563413896,1.645751953125,1.539178756624296,1.539164652728192,1.5716983938658486,1.6099260739836598
3917,0.3,0.1,0.6,0.1,0.0,0.9,2.235,1.19,2.161,0.927616057921833,1.6585693359375,1.539178756624296,1.539164652728192,1.5752187388099077,1.620274310425637
3993,0.3,0.2,0.5,0.1,0.0,0.9,2.198,1.19,2.161,0.9198085524297704,1.6715087890625,1.539178756624296,1.539164652728192,1.5755027356952986,1.6306225468676128
4069,0.3,0.3,0.4,0.1,0.0,0.9,2.161,1.19,2.161,0.9120010469377076,1.6844482421875,1.5709970207663375,1.5843464601008612,1.6021878557553335,1.640970783309589
4142,0.3,0.4,0.3,0.1,0.0,0.9,2.124,1.19,2.161,0.9041935414456448,1.6973876953125,1.5743165518883686,1.5879267083946091,1.6074604477743388,1.6513190197515684
4496,0.4,0.0,0.6,0.1,0.0,0.9,2.186,1.19,2.161,0.9172763884863986,1.6610107421875,1.5538336744856316,1.5548757460281244,1.575566901261913,1.6109164343719595
4573,0.4,0.1,0.5,0.1,0.0,0.9,2.149,1.19,2.161,0.909468882994336,1.673828125,1.5727328540996708,1.5843464601008612,1.6121348592563085,1.6212646708139342
4643,0.4,0.2,0.4,0.1,0.0,0.9,2.112,1.19,2.161,0.9016613775022732,1.6866455078125,1.5797736702998832,1.5910365828144837,1.621362075258132,1.6316129072559145
16,0.0,0.0,1.0,0.1,0.1,0.8,2.53,1.19,2.1370000000000005,0.9919048235039424,1.673583984375,1.5580250529630697,1.5726837743180564,1.5340591259184242,1.6706525648829924
100,0.0,0.1,0.9,0.1,0.1,0.8,2.493,1.19,2.1370000000000005,0.9840409969623428,1.6849365234375,1.5570897196297364,1.5726837743180564,1.5389361006283264,1.680988083697336
180,0.0,0.2,0.8,0.1,0.1,0.8,2.456,1.19,2.1370000000000005,0.976177170420743,1.6961669921875,1.5570897196297364,1.5726837743180564,1.5461080239009577,1.6913236025116798
257,0.0,0.3,0.7,0.1,0.1,0.8,2.419,1.19,2.1370000000000005,0.9683133438791436,,1.5570897196297364,1.5726837743180564,1.5515152912824837,
335,0.0,0.4,0.6,0.1,0.1,0.8,2.382,1.19,2.1370000000000005,0.9604495173375436,,1.5570897196297364,1.5726837743180564,1.556347946877785,
411,0.0,0.5,0.5,0.1,0.1,0.8,2.345,1.19,2.1370000000000005,0.952585690795944,,1.5570897196297364,1.5726837743180564,1.5376854892995713,
488,0.0,0.6,0.4,0.1,0.1,0.8,2.308,1.19,2.1370000000000005,0.9447218642543443,,1.5570897196297364,1.5726837743180564,1.5475180741073815,
565,0.0,0.7,0.3,0.1,0.1,0.8,2.271,1.19,2.1370000000000005,0.9368580377127445,,1.5570897196297364,1.5726837743180564,1.5471594160261903,
643,0.0,0.8,0.2,0.1,0.1,0.8,2.234,1.19,2.1370000000000005,0.9289942111711448,,1.55793189354278,1.5735259482311,1.5569332639897324,
719,0.0,0.9,0.1,0.1,0.1,0.8,2.197,1.19,2.1370000000000005,0.9211303846295452,,1.5663632252094617,1.5735259482311,1.5561767174524932,
1516,0.1,0.0,0.9,0.1,0.1,0.8,2.4439999999999995,1.19,2.1370000000000005,0.973626740191035,1.6851806640625,1.5580416143665785,1.5726837743180564,1.554898880080741,1.6716133653800362
1595,0.1,0.1,0.8,0.1,0.1,0.8,2.407,1.19,2.1370000000000005,0.9657629136494356,1.6962890625,1.5580416143665785,1.5726837743180564,1.5462398687242982,1.6819488841943828
1672,0.1,0.2,0.7,0.1,0.1,0.8,2.37,1.19,2.1370000000000005,0.9578990871078356,,1.5580416143665785,1.5726837743180564,1.5699266862216148,1.6922844030087276
1748,0.1,0.3,0.6,0.1,0.1,0.8,2.333,1.19,2.1370000000000005,0.950035260566236,,1.5580416143665785,1.5726837743180564,1.5667339773351785,
1824,0.1,0.4,0.5,0.1,0.1,0.8,2.2960000000000003,1.19,2.1370000000000005,0.9421714340246364,,1.5580416143665785,1.5726837743180564,1.575317055011723,
1900,0.1,0.5,0.4,0.1,0.1,0.8,2.2590000000000003,1.19,2.1370000000000005,0.9343076074830368,,1.5588837882796218,1.5735259482311,1.569029751319245,
1976,0.1,0.6,0.3,0.1,0.1,0.8,2.222,1.19,2.1370000000000005,0.9264437809414368,,1.5588837882796218,1.5735259482311,1.5742865185292936,
2052,0.1,0.7,0.2,0.1,0.1,0.8,2.185,1.19,2.1370000000000005,0.9185799543998372,,1.5650115202652832,1.574298790336363,1.5746346809812986,
2128,0.1,0.8,0.1,0.1,0.1,0.8,2.148,1.19,2.1370000000000005,0.9107161278582374,,1.5897898876916563,1.6086088853432603,1.609167599782945,
2831,0.2,0.0,0.8,0.1,0.1,0.8,2.358,1.19,2.1370000000000005,0.9553486568781278,1.696533203125,1.5580416143665785,1.5726837743180564,1.5639589652342654,1.6725741658770832
2909,0.2,0.1,0.7,0.1,0.1,0.8,2.321,1.19,2.1370000000000005,0.947484830336528,,1.5580416143665785,1.5726837743180564,1.5693363292045728,1.6829096846914275
2986,0.2,0.2,0.6,0.1,0.1,0.8,2.284,1.19,2.1370000000000005,0.9396210037949282,,1.5580416143665785,1.5726837743180564,1.5762951171236983,1.6932452035057697
3062,0.2,0.3,0.5,0.1,0.1,0.8,2.247,1.19,2.1370000000000005,0.9317571772533284,,1.5588837882796218,1.5735259482311,1.5742089709160283,
3138,0.2,0.4,0.4,0.1,0.1,0.8,2.21,1.19,2.1370000000000005,0.9238933507117288,,1.5588837882796218,1.5735259482311,1.5838817835790413,
3214,0.2,0.5,0.3,0.1,0.1,0.8,2.173,1.19,2.1370000000000005,0.9160295241701292,,1.5797243973952046,1.5857769633945142,1.601363011103871,
3290,0.2,0.6,0.2,0.1,0.1,0.8,2.136,1.19,2.1370000000000005,0.9081656976285294,,1.5874862880106355,1.6097323297877049,1.6114797444134763,
3351,0.2,0.7,0.1,0.1,0.1,0.8,2.099,1.19,2.1370000000000005,0.9003018710869297,,1.6002165007314897,1.6152990080568828,1.6219330717829148,
3843,0.3,0.0,0.7,0.1,0.1,0.8,2.272,1.19,2.1370000000000005,0.9370705735652204,,1.5580416143665785,1.5726837743180564,1.5727318766223586,1.673534966374128
3919,0.3,0.1,0.6,0.1,0.1,0.8,2.235,1.19,2.1370000000000005,0.9292067470236204,,1.5588837882796218,1.5735259482311,1.5762522215664176,1.683870485188471
3995,0.3,0.2,0.5,0.1,0.1,0.8,2.198,1.19,2.1370000000000005,0.9213429204820208,,1.5588837882796218,1.5735259482311,1.5856542522847292,1.6942060040028153
4071,0.3,0.3,0.4,0.1,0.1,0.8,2.161,1.19,2.1370000000000005,0.913479093940421,,1.5866748686557972,1.6077974659884218,1.6123393723447643,
4144,0.3,0.4,0.3,0.1,0.1,0.8,2.124,1.19,2.1370000000000005,0.9056152673988216,,1.588349015283363,1.6097323297877049,1.6176119643637692,
4498,0.4,0.0,0.6,0.1,0.1,0.8,2.186,1.19,2.1370000000000005,0.9187924902523128,,1.5667473535986167,1.574298790336363,1.5766003840184226,1.674495766871174
4575,0.4,0.1,0.5,0.1,0.1,0.8,2.149,1.19,2.1370000000000005,0.9109286637107132,,1.5892221213439692,1.6086088853432603,1.6131683420128184,1.6848312856855188
4645,0.4,0.2,0.4,0.1,0.1,0.8,2.112,1.19,2.1370000000000005,0.9030648371691132,,1.592974729790974,1.6121891336370089,1.6315135918475627,1.6951668044998622
4786,0.5,0.0,0.5,0.1,0.1,0.8,2.1,1.19,2.1370000000000005,0.9005144069394052,,1.601190123272691,1.6152990080568828,1.625459111363941,1.6754565673682182
18,0.0,0.0,1.0,0.1,0.2,0.7,2.53,1.19,2.113,0.9939742007414896,,1.655045567355316,,1.6342078007637089,
102,0.0,0.1,0.9,0.1,0.2,0.7,2.493,1.19,2.113,0.9860532346791516,,1.655045567355316,,1.6409472492057369,
182,0.0,0.2,0.8,0.1,0.2,0.7,2.456,1.19,2.113,0.9781322686168136,,1.655045567355316,,1.648119172478368,
259,0.0,0.3,0.7,0.1,0.2,0.7,2.419,1.19,2.113,0.9702113025544756,,1.655045567355316,,1.644150106735785,
337,0.0,0.4,0.6,0.1,0.2,0.7,2.382,1.19,2.113,0.9622903364921376,,1.655045567355316,,1.6522986574917526,
413,0.0,0.5,0.5,0.1,0.2,0.7,2.345,1.19,2.113,0.9543693704297996,,1.655045567355316,,1.6368771396274688,
490,0.0,0.6,0.4,0.1,0.2,0.7,2.308,1.19,2.113,0.9464484043674618,,1.655045567355316,,1.6467097244352793,
567,0.0,0.7,0.3,0.1,0.2,0.7,2.271,1.19,2.113,0.938527438305124,,1.655045567355316,,1.646351066354088,
645,0.0,0.8,0.2,0.1,0.2,0.7,2.234,1.19,2.113,0.9306064722427858,,1.655045567355316,,1.6503692113034023,
721,0.0,0.9,0.1,0.1,0.2,0.7,2.197,1.19,2.113,0.922685506180448,,1.657774720652999,,1.654398819004453,
1518,0.1,0.0,0.9,0.1,0.2,0.7,2.4439999999999995,1.19,2.113,0.9755633066506498,,1.655045567355316,,1.6476710035360267,
1597,0.1,0.1,0.8,0.1,0.2,0.7,2.407,1.19,2.113,0.967642340588312,,1.655045567355316,,1.660064280943455,
1674,0.1,0.2,0.7,0.1,0.2,0.7,2.37,1.19,2.113,0.959721374525974,,1.655045567355316,,1.6626988096769006,
1750,0.1,0.3,0.6,0.1,0.2,0.7,2.333,1.19,2.113,0.951800408463636,,1.655045567355316,,1.6595061007904643,
1826,0.1,0.4,0.5,0.1,0.2,0.7,2.2960000000000003,1.19,2.113,0.9438794424012984,,1.655045567355316,,1.6680891784670089,
1902,0.1,0.5,0.4,0.1,0.2,0.7,2.2590000000000003,1.19,2.113,0.9359584763389602,,1.655045567355316,,1.661801874774531,
1978,0.1,0.6,0.3,0.1,0.2,0.7,2.222,1.19,2.113,0.9280375102766222,,1.655045567355316,,1.6670586419845794,
2054,0.1,0.7,0.2,0.1,0.2,0.7,2.185,1.19,2.113,0.9201165442142843,,1.657158963077241,,1.6674068044365844,
2130,0.1,0.8,0.1,0.1,0.2,0.7,2.148,1.19,2.113,0.9121955781519464,,1.669323027143293,,1.677849401480081,
2833,0.2,0.0,0.8,0.1,0.2,0.7,2.358,1.19,2.113,0.9571524125598104,,1.655045567355316,,1.653412631703095,
2911,0.2,0.1,0.7,0.1,0.2,0.7,2.321,1.19,2.113,0.9492314464974724,,1.655045567355316,,1.657382935259322,
2988,0.2,0.2,0.6,0.1,0.2,0.7,2.284,1.19,2.113,0.9413104804351344,,1.655045567355316,,1.6657487835925282,
3064,0.2,0.3,0.5,0.1,0.2,0.7,2.247,1.19,2.113,0.9333895143727964,,1.655045567355316,,1.6636626373848582,
3140,0.2,0.4,0.4,0.1,0.2,0.7,2.21,1.19,2.113,0.9254685483104588,,1.655045567355316,,1.673335450047871,
3216,0.2,0.5,0.3,0.1,0.2,0.7,2.173,1.19,2.113,0.9175475822481204,,1.6645101065649606,,1.6754759472937273,
3292,0.2,0.6,0.2,0.1,0.2,0.7,2.136,1.19,2.113,0.9096266161857828,,1.6687072695675351,,1.6793432568453566,
3353,0.2,0.7,0.1,0.1,0.2,0.7,2.099,1.19,2.113,0.9017056501234448,,1.6740456709502016,,1.6888961112954417,
3845,0.3,0.0,0.7,0.1,0.2,0.7,2.272,1.19,2.113,0.9387415184689708,,1.655045567355316,,1.6621855430911885,
3921,0.3,0.1,0.6,0.1,0.2,0.7,2.235,1.19,2.113,0.9308205524066328,,1.655045567355316,,1.662656156062947,
3997,0.3,0.2,0.5,0.1,0.2,0.7,2.198,1.19,2.113,0.9228995863442948,,1.655045567355316,,1.675107918753559,
4073,0.3,0.3,0.4,0.1,0.2,0.7,2.161,1.19,2.113,0.9149786202819572,,1.6645101065649606,,1.677549713130884,
4146,0.3,0.4,0.3,0.1,0.2,0.7,2.124,1.19,2.113,0.907057654219619,,1.6695699968402624,,1.6854754767956492,
4500,0.4,0.0,0.6,0.1,0.2,0.7,2.186,1.19,2.113,0.9203306243781312,,1.6588947964105745,,1.6660540504872523,
4577,0.4,0.1,0.5,0.1,0.2,0.7,2.149,1.19,2.113,0.9124096583157936,,1.6704431029008686,,1.6802977583984111,
4647,0.4,0.2,0.4,0.1,0.2,0.7,2.112,1.19,2.113,0.9044886922534552,,1.671305830173596,,1.6993771042794428,
4788,0.5,0.0,0.5,0.1,0.2,0.7,2.1,1.19,2.113,0.9019197302872916,,1.6751657467077772,,1.6943590784745033,
26,0.0,0.0,1.0,0.2,0.0,0.8,2.53,1.19,2.1220000000000003,0.9931946697100902,,1.5925425608988877,1.6310641376195665,1.5750322850897205,
110,0.0,0.1,0.9,0.2,0.0,0.8,2.493,1.19,2.1220000000000003,0.985295228012052,,1.5925425608988877,1.6310641376195665,1.5799092597996227,
190,0.0,0.2,0.8,0.2,0.0,0.8,2.456,1.19,2.1220000000000003,0.977395786314014,,1.5925425608988877,1.6310641376195665,1.5788098216258928,
267,0.0,0.3,0.7,0.2,0.0,0.8,2.419,1.19,2.1220000000000003,0.9694963446159758,,1.5925425608988877,1.6310641376195665,1.5916491253811524,
345,0.0,0.4,0.6,0.2,0.0,0.8,2.382,1.19,2.1220000000000003,0.9615969029179376,,1.5925425608988877,1.6310641376195665,1.58904974460272,
421,0.0,0.5,0.5,0.2,0.0,0.8,2.345,1.19,2.1220000000000003,0.9536974612198996,,1.5925425608988877,1.6310641376195665,1.5703872870245066,
498,0.0,0.6,0.4,0.2,0.0,0.8,2.308,1.19,2.1220000000000003,0.9457980195218614,,1.5925425608988877,1.6310641376195665,1.582135167784528,
575,0.0,0.7,0.3,0.2,0.0,0.8,2.271,1.19,2.1220000000000003,0.9378985778238236,,1.5925425608988877,1.6310641376195665,1.5817765097033367,
653,0.0,0.8,0.2,0.2,0.0,0.8,2.234,1.19,2.1220000000000003,0.9299991361257852,,1.5933847348119312,1.6310641376195665,1.5915503576668788,
729,0.0,0.9,0.1,0.2,0.0,0.8,2.197,1.19,2.1220000000000003,0.9220996944277472,,1.6009010664786134,1.6310641376195665,1.5907938111296396,
1526,0.1,0.0,0.9,0.2,0.0,0.8,2.4439999999999995,1.19,2.1220000000000003,0.9748338052227584,,1.5925425608988877,1.6310641376195665,1.6032275858764116,
1605,0.1,0.1,0.8,0.2,0.0,0.8,2.407,1.19,2.1220000000000003,0.96693436352472,,1.5925425608988877,1.6310641376195665,1.6164675356703997,
1682,0.1,0.2,0.7,0.2,0.0,0.8,2.37,1.19,2.1220000000000003,0.959034921826682,,1.5925425608988877,1.6310641376195665,1.6099840305709243,
1758,0.1,0.3,0.6,0.2,0.0,0.8,2.333,1.19,2.1220000000000003,0.951135480128644,,1.5925425608988877,1.6310641376195665,1.6067913216844882,
1834,0.1,0.4,0.5,0.2,0.0,0.8,2.2960000000000003,1.19,2.1220000000000003,0.943236038430606,,1.5925425608988877,1.6310641376195665,1.617289695313244,
1910,0.1,0.5,0.4,0.2,0.0,0.8,2.2590000000000003,1.19,2.1220000000000003,0.9353365967325676,,1.5933847348119312,1.6310641376195665,1.611002391620766,
1986,0.1,0.6,0.3,0.2,0.0,0.8,2.222,1.19,2.1220000000000003,0.9274371550345296,,1.5933847348119312,1.6310641376195665,1.6162591588308146,
2062,0.1,0.7,0.2,0.2,0.0,0.8,2.185,1.19,2.1220000000000003,0.9195377133364916,,1.5995124667975926,1.6318369797248296,1.6166073212828196,
2138,0.1,0.8,0.1,0.2,0.0,0.8,2.148,1.19,2.1220000000000003,0.9116382716384532,,1.6188016053854772,1.655504534404164,1.6385434708445752,
2841,0.2,0.0,0.8,0.2,0.0,0.8,2.358,1.19,2.1220000000000003,0.9564729407354264,,1.5925425608988877,1.6310641376195665,1.618494473147125,
2919,0.2,0.1,0.7,0.2,0.0,0.8,2.321,1.19,2.1220000000000003,0.9485734990373884,,1.5925425608988877,1.6310641376195665,1.624380072655563,
2996,0.2,0.2,0.6,0.2,0.0,0.8,2.284,1.19,2.1220000000000003,0.9406740573393504,,1.5925425608988877,1.6310641376195665,1.6236278871558487,
3072,0.2,0.3,0.5,0.2,0.0,0.8,2.247,1.19,2.1220000000000003,0.932774615641312,,1.5933847348119312,1.6310641376195665,1.6215417409481787,
3148,0.2,0.4,0.4,0.2,0.0,0.8,2.21,1.19,2.1220000000000003,0.924875173943274,,1.5933847348119312,1.6310641376195665,1.6312145536111915,
3224,0.2,0.5,0.3,0.2,0.0,0.8,2.173,1.19,2.1220000000000003,0.916975732245236,,1.6104625344438643,1.6403691763520043,1.6423484356541065,
3299,0.2,0.6,0.2,0.2,0.0,0.8,2.136,1.19,2.1220000000000003,0.909076290547198,,1.6174130057044565,1.655504534404164,1.646215745205735,
3359,0.2,0.7,0.1,0.2,0.0,0.8,2.099,1.19,2.1220000000000003,0.9011768488491596,,1.6262559361430282,1.6589940409561708,1.6566690725751736,
3853,0.3,0.0,0.7,0.2,0.0,0.8,2.272,1.19,2.1220000000000003,0.9381120762480948,,1.5925425608988877,1.6310641376195665,1.6291826804874294,
3929,0.3,0.1,0.6,0.2,0.0,0.8,2.235,1.19,2.1220000000000003,0.9302126345500564,,1.5933847348119312,1.6310641376195665,1.6327030254314885,
4005,0.3,0.2,0.5,0.2,0.0,0.8,2.198,1.19,2.1220000000000003,0.9223131928520184,,1.5933847348119312,1.6310641376195665,1.6329870223168794,
4080,0.3,0.3,0.4,0.2,0.0,0.8,2.161,1.19,2.1220000000000003,0.9144137511539804,,1.6104625344438643,1.6403691763520043,1.6444222014912628,
4153,0.3,0.4,0.3,0.2,0.0,0.8,2.124,1.19,2.1220000000000003,0.9065143094559422,,1.6182757329771835,1.655504534404164,1.6523479651560284,
4508,0.4,0.0,0.6,0.2,0.0,0.8,2.186,1.19,2.1220000000000003,0.9197512117607628,,1.601248300130926,1.6310641376195665,1.6330511878834937,
4584,0.4,0.1,0.5,0.2,0.0,0.8,2.149,1.19,2.1220000000000003,0.9118517700627248,,1.61914883903779,1.655504534404164,1.656288280591711,
4654,0.4,0.2,0.4,0.2,0.0,0.8,2.112,1.19,2.1220000000000003,0.9039523283646864,,1.6229014474847947,1.657961338253468,1.6662495926398215,
4793,0.5,0.0,0.5,0.2,0.0,0.8,2.1,1.19,2.1220000000000003,0.9013903472734308,,1.6266031697953407,1.6589940409561708,1.6693131459891206,
28,0.0,0.0,1.0,0.2,0.1,0.7,2.53,1.19,2.098,0.995282902473036,,1.6562729185457925,,1.617153055264583,
112,0.0,0.1,0.9,0.2,0.1,0.7,2.493,1.19,2.098,0.9873258006166178,,1.6562729185457925,,1.623892503706611,
192,0.0,0.2,0.8,0.2,0.1,0.7,2.456,1.19,2.098,0.9793686987602,,1.6562729185457925,,1.6310644269792425,
269,0.0,0.3,0.7,0.2,0.1,0.7,2.419,1.19,2.098,0.971411596903782,,1.6562729185457925,,1.6270953612366592,
347,0.0,0.4,0.6,0.2,0.1,0.7,2.382,1.19,2.098,0.963454495047364,,1.6562729185457925,,1.6352439119926268,
423,0.0,0.5,0.5,0.2,0.1,0.7,2.345,1.19,2.098,0.955497393190946,,1.6562729185457925,,1.619822394128343,
500,0.0,0.6,0.4,0.2,0.1,0.7,2.308,1.19,2.098,0.947540291334528,,1.6562729185457925,,1.6296549789361534,
577,0.0,0.7,0.3,0.2,0.1,0.7,2.271,1.19,2.098,0.93958318947811,,1.6562729185457925,,1.629296320854962,
655,0.0,0.8,0.2,0.2,0.1,0.7,2.234,1.19,2.098,0.9316260876216922,,1.6562729185457925,,1.6342840145802142,
731,0.0,0.9,0.1,0.2,0.1,0.7,2.197,1.19,2.098,0.9236689857652742,,1.659002071843475,,1.6383136222812649,
1528,0.1,0.0,0.9,0.2,0.1,0.7,2.4439999999999995,1.19,2.098,0.9767880170770372,,1.6562729185457925,,1.6343249883903663,
1607,0.1,0.1,0.8,0.2,0.1,0.7,2.407,1.19,2.098,0.9688309152206194,,1.6562729185457925,,1.6504415718180627,
1684,0.1,0.2,0.7,0.2,0.1,0.7,2.37,1.19,2.098,0.9608738133642014,,1.6562729185457925,,1.6456440641777748,
1760,0.1,0.3,0.6,0.2,0.1,0.7,2.333,1.19,2.098,0.9529167115077832,,1.6562729185457925,,1.6424513552913385,
1836,0.1,0.4,0.5,0.2,0.1,0.7,2.2960000000000003,1.19,2.098,0.9449596096513656,,1.6562729185457925,,1.651034432967883,
1912,0.1,0.5,0.4,0.2,0.1,0.7,2.2590000000000003,1.19,2.098,0.9370025077949476,,1.6562729185457925,,1.644747129275405,
1988,0.1,0.6,0.3,0.2,0.1,0.7,2.222,1.19,2.098,0.9290454059385296,,1.6562729185457925,,1.6500038964854535,
2064,0.1,0.7,0.2,0.2,0.1,0.7,2.185,1.19,2.098,0.9210883040821116,,1.658386314267717,,1.6503520589374585,
2140,0.1,0.8,0.1,0.2,0.1,0.7,2.148,1.19,2.098,0.9131312022256938,,1.670550378333769,,1.666050443848661,
2843,0.2,0.0,0.8,0.2,0.1,0.7,2.358,1.19,2.098,0.9582931316810388,,1.6562729185457925,,1.639676343190425,
2921,0.2,0.1,0.7,0.2,0.1,0.7,2.321,1.19,2.098,0.9503360298246208,,1.6562729185457925,,1.6436466467466522,
2998,0.2,0.2,0.6,0.2,0.1,0.7,2.284,1.19,2.098,0.9423789279682028,,1.6562729185457925,,1.6520124950798585,
3074,0.2,0.3,0.5,0.2,0.1,0.7,2.247,1.19,2.098,0.9344218261117848,,1.6562729185457925,,1.6499263488721885,
3150,0.2,0.4,0.4,0.2,0.1,0.7,2.21,1.19,2.098,0.926464724255367,,1.6562729185457925,,1.6592509990831965,
3226,0.2,0.5,0.3,0.2,0.1,0.7,2.173,1.19,2.098,0.918507622398949,,1.6637874577554368,,1.666995446648763,
3301,0.2,0.6,0.2,0.2,0.1,0.7,2.136,1.19,2.098,0.910550520542531,,1.6699346207580117,,1.6708627562003924,
3361,0.2,0.7,0.1,0.2,0.1,0.7,2.099,1.19,2.098,0.9025934186861132,,1.6752730221406775,,1.682352538248513,
3855,0.3,0.0,0.7,0.2,0.1,0.7,2.272,1.19,2.098,0.9397982462850402,,1.6562729185457925,,1.6484492545785183,
3931,0.3,0.1,0.6,0.2,0.1,0.7,2.235,1.19,2.098,0.9318411444286224,,1.6562729185457925,,1.6489198675502772,
4007,0.3,0.2,0.5,0.2,0.1,0.7,2.198,1.19,2.098,0.9238840425722042,,1.6562729185457925,,1.6613716302408892,
4082,0.3,0.3,0.4,0.2,0.1,0.7,2.161,1.19,2.098,0.9159269407157864,,1.665737457755437,,1.6690692124859197,
4155,0.3,0.4,0.3,0.2,0.1,0.7,2.124,1.19,2.098,0.9079698388593684,,1.6707973480307388,,1.676994976150685,
4193,0.3,0.5,0.2,0.2,0.1,0.7,2.087,1.19,2.098,0.9000127370029504,,1.6816766140677095,,1.6947334707037691,
4510,0.4,0.0,0.6,0.2,0.1,0.7,2.186,1.19,2.098,0.921303360889042,,1.6601221476010508,,1.6523177619745826,
4586,0.4,0.1,0.5,0.2,0.1,0.7,2.149,1.19,2.098,0.9133462590326238,,1.671670454091345,,1.6718172577534471,
4656,0.4,0.2,0.4,0.2,0.1,0.7,2.112,1.19,2.098,0.905389157176206,,1.6725331813640718,,1.6908966036344786,
4795,0.5,0.0,0.5,0.2,0.1,0.7,2.1,1.19,2.098,0.9028084754930432,,1.6753603951955507,,1.685878577829539,
30,0.0,0.0,1.0,0.2,0.2,0.6,2.53,1.19,2.074,0.9974018445413186,,1.690296758890426,,1.6605082127162067,
114,0.0,0.1,0.9,0.2,0.2,0.6,2.493,1.19,2.074,0.9893862345830156,,1.690296758890426,,1.6616370826618745,
194,0.0,0.2,0.8,0.2,0.2,0.6,2.456,1.19,2.074,0.981370624624712,,1.690296758890426,,1.6737319079147708,
271,0.0,0.3,0.7,0.2,0.2,0.6,2.419,1.19,2.074,0.9733550146664086,,1.690296758890426,,1.6697628421721875,
349,0.0,0.4,0.6,0.2,0.2,0.6,2.382,1.19,2.074,0.9653394047081052,,1.690296758890426,,1.679644274346746,
425,0.0,0.5,0.5,0.2,0.2,0.6,2.345,1.19,2.074,0.9573237947498018,,1.690296758890426,,1.6630517851724087,
502,0.0,0.6,0.4,0.2,0.2,0.6,2.308,1.19,2.074,0.9493081847914984,,1.690296758890426,,1.6728100918326192,
579,0.0,0.7,0.3,0.2,0.2,0.6,2.271,1.19,2.074,0.9412925748331952,,1.690296758890426,,1.6725257118990275,
657,0.0,0.8,0.2,0.2,0.2,0.6,2.234,1.19,2.074,0.9332769648748916,,1.690296758890426,,1.676543856848342,
